도서관명,시도명,시군구명,도서관유형,휴관일,평일운영시작시각,평일운영종료시각,토요일운영시작시각,토요일운영종료시각,공휴일운영시작시각,공휴일운영종료시각,열람좌석수,자료수(도서),자료수(연속간행물),자료수(비도서),대출가능권수,대출가능일수,소재지도로명주소,운영기관명,도서관전화번호,부지면적,건물면적,홈페이지주소,위도,경도,데이터기준일자,제공기관코드,제공기관명
검단금호어울림센트럴 작은도서관,인천광역시,서구,작은도서관,토+일+법정공휴일,10:00,18:00,00:00,00:00,00:00,00:00,40,5594,0,0,0,0,"인천광역시 서구 이음5로 65, 검단금호어울림센트럴",,032-562-1205,,,,37.59624887,126.7143568,2025-11-14,3560000,인천광역시 서구
달봉산작은도서관,경상북도,김천시,작은도서관,월+공휴일,13:00,18:00,13:00,18:00,00:00,00:00,28,15945,11,0,7,15,경상북도 김천시 시청6길 7,경상북도 김천시청,054-433-7870,,154,www.gcl.go.kr,36.14095359,128.1135874,2025-11-13,5060000,경상북도 김천시
꿈앤들작은도서관,경상북도,김천시,작은도서관,월+공휴일,13:00,18:00,13:00,18:00,00:00,00:00,12,12945,11,0,7,15,경상북도 김천시 어모면 어모문화3길 28-7,경상북도 김천시청,054-437-7870,,90,www.gcl.go.kr,36.181619,128.116421,2025-11-13,5060000,경상북도 김천시
푸름찬작은도서관,경상북도,김천시,작은도서관,월+공휴일,13:00,18:00,13:00,18:00,00:00,00:00,23,14747,11,0,7,15,경상북도 김천시 아포읍 한지2길 64-9,경상북도 김천시청,054-435-7870,,142,www.gcl.go.kr,36.15863504,128.2633998,2025-11-13,5060000,경상북도 김천시
김천시립율곡도서관,경상북도,김천시,공공도서관,월+공휴일(일 제외)+열람실은 연중 개관(신정 및 설·추석연휴 제외),09:00,18:00,09:00,17:00,09:00,17:00,1162,93368,107,0,7,15,경상북도 김천시 용전1로1길 17,경상북도 김천시청,054-421-0200,8287,10163,www.gcl.go.kr,36.1221337,128.1887591,2025-11-13,5060000,경상북도 김천시
김천시립도서관,경상북도,김천시,공공도서관,월+공휴일(일 제외)+열람실은 연중 개관(신정 및 설·추석연휴 제외),09:00,18:00,09:00,17:00,09:00,17:00,759,246726,107,19549,7,15,경상북도 김천시 평화순환길 111,경상북도 김천시청,054-437-7801,18770,7278,www.gcl.go.kr,36.12333825,128.1099149,2025-11-13,5060000,경상북도 김천시
응암정보도서관,서울특별시,은평구,공공도서관,"금요일,법정공휴일",09:00,22:00,09:00,18:00,09:00,18:00,250,23760,98,15093,5,14,서울특별시 은평구 가좌로 7길 15,대한성결교회 유지재단,02-308-2320,877,999,http://www.ealib.or.kr/,37.5859632,126.9196823,2025-06-27,3110000,서울특별시 은평구
증산정보도서관,서울특별시,은평구,공공도서관,"금요일,법정공휴일",09:00,22:00,09:00,18:00,09:00,18:00,530,71131,180,6066,5,14,서울특별시 은평구 증산로5길 6,사회복지법인 인덕원,02-307-6030,1142,2110,http://www.jsplib.or.kr/,37.58280729,126.9076699,2025-06-27,3110000,서울특별시 은평구
은평구립도서관,서울특별시,은평구,공공도서관,"월요일,법정공휴일",09:00,22:00,09:00,18:00,09:00,18:00,1039,230986,383,15371,5,14,서울특별시 은평구 통일로 79가길 13-84,사회복지법인 인덕원,02-385-1671,8013,5060,http://www.eplib.or.kr/,37.60648786,126.9166338,2025-06-27,3110000,서울특별시 은평구
울산동부도서관,울산광역시,동구,공공도서관,매주월요일+법정공휴일,09:00,18:00,09:00,18:00,09:00,18:00,654,265567,357,39708,5,14,울산광역시 동구 봉수로 505,울산광역시교육청,052-241-2300,14076,3375,https://www.usdl.or.kr/,35.528204,129.425026,2025-07-06,7480000,울산광역시교육청
울산남부도서관,울산광역시,남구,공공도서관,매주월요일+법정공휴일,09:00,18:00,09:00,18:00,09:00,18:00,946,295272,261,15281,5,14,울산광역시 남구 거마로 13번길 6,울산광역시교육청,052-259-7532,3259,4479,https://www.usnl.or.kr/,35.535916,129.294908,2025-07-06,7480000,울산광역시교육청
울주도서관,울산광역시,울주군,공공도서관,매주월요일+법정공휴일,09:00,18:00,09:00,18:00,09:00,18:00,566,264380,337,12716,5,14,울산광역시 울주군 언양읍 언양로 109,울산광역시교육청,052-255-8161,9865,4441.76,https://www.usul.or.kr/,35.558438,129.137733,2025-07-06,7480000,울산광역시교육청
덕적작은도서관,인천광역시,옹진군,작은도서관,공휴일,09:00,15:00,09:00,15:00,00:00,00:00,25,1987,10,10,3,14,인천광역시 옹진군 덕적면 덕적남로 7 (2층),인천광역시 옹진군 덕적면사무소,032-899-3712,2471,800.53,,37.22648044,126.1467783,2025-07-03,3580000,인천광역시 옹진군
연평도서관,인천광역시,옹진군,공공도서관,매주월요일,09:00,21:00,09:00,18:00,09:00,18:00,59,7164,10,10,3,14,인천광역시 옹진군 연평면 연평로 184,인천광역시 옹진군 연평면사무소,032-832-1940,1417.06,358.45,,37.66251644,125.7048912,2025-07-03,3580000,인천광역시 옹진군
영흥도서관,인천광역시,옹진군,공공도서관,매주월요일,09:00,21:00,09:00,18:00,09:00,18:00,92,37021,10,416,3,14,인천광역시 옹진군 영흥면 영흥로251번길 90,인천광역시 옹진군 영흥면사무소,032-886-7710,985.74,496.63,,37.25609956,126.4833427,2025-07-03,3580000,인천광역시 옹진군
대청도서관,인천광역시,옹진군,공공도서관,매주월요일,09:00,18:00,09:00,18:00,09:00,18:00,51,18526,10,10,5,14,인천광역시 옹진군 대청면 대청로244번길 116-22,인천광역시 옹진군 대청면사무소,032-836-9500,999.42,381.6,,37.832716,124.6955698,2025-07-03,3580000,인천광역시 옹진군
백령도서관,인천광역시,옹진군,공공도서관,매주월요일,09:00,21:00,09:00,21:00,09:00,18:00,38,29065,10,52,3,7,인천광역시 옹진군 백령면 백령로 260,인천광역시 옹진군 백령면사무소,032-899-3086,923.4,352.16,,37.97038803,124.7196892,2025-07-03,3580000,인천광역시 옹진군
방림계촌도서관,강원특별자치도,평창군,작은도서관,일+월+국경일,13:00,21:00,10:00,18:00,00:00,00:00,50,6514,8,0,5,14,강원특별자치도 평창군 방림면 계촌길 101,방림계촌도서관,033-333-1017,382,,https://www.pc.go.kr/lib,37.452313,128.306009,2023-07-31,4281000,강원특별자치도 평창군
HAPPY700 용평도서관,강원특별자치도,평창군,작은도서관,일+월+국경일,10:00,18:00,10:00,18:00,00:00,00:00,40,8158,9,0,5,14,강원특별자치도 평창군 용평면 경강로 1698,HAPPY700 용평도서관,033-332-1694,242,,https://www.pc.go.kr/lib,37.58913149,128.4173185,2023-07-31,4281000,강원특별자치도 평창군
꿈여울도서관,강원특별자치도,평창군,작은도서관,일+월+국경일,10:00,18:00,10:00,18:00,00:00,00:00,25,5572,8,0,5,14,강원특별자치도 평창군 미탄면 새터길 24,꿈여울도서관,033-334-2549,99,,https://www.pc.go.kr/lib,37.3427981,128.500168,2023-07-31,4281000,강원특별자치도 평창군
평창군립대관령도서관,강원특별자치도,평창군,공공도서관,월+국경일,09:00,22:00,09:00,20:00,00:00,00:00,79,15614,33,31,5,14,강원특별자치도 평창군 대관령면 대관령로 83-2,평창군립대관령도서관,033-330-2847,774,,https://www.pc.go.kr/lib,37.67400909,128.7057821,2023-07-31,4281000,강원특별자치도 평창군
영천시립도서관,경상북도,영천시,공공도서관,화요일+국가지정공휴일,09:00,18:00,09:00,17:00,09:00,17:00,532,163672,49,13183,5,14,경상북도 영천시 중앙동 1길 80,경상북도 영천시청,054-339-7777,12857,4391.32,http://www.yclib.go.kr,35.975458,128.9330008,2025-11-18,5100000,경상북도 영천시
토곡어린이작은도서관,부산광역시,연제구,작은도서관,매주 일+국가지정공휴일,09:00,18:00,09:00,17:00,00:00,00:00,43,3662,6,0,5,14,부산광역시 연제구 고분로241번길 26(연산동) 2층,연제이웃사랑회,051-665-5527,0,176.75,https://www.yeonje.go.kr/library/contents.do?mId=0102070000,35.18575516,129.1086779,2025-11-12,3370000,부산광역시 연제구
배산작은도서관,부산광역시,연제구,작은도서관,매주 월+국가지정공휴일,10:00,20:00,10:00,18:00,10:00,14:00,35,17250,36,182,5,14,부산광역시 연제구 배산북로8(연산동),부산광역시 연제구청,051-665-4508,0,194.98,https://www.yeonje.go.kr/library/contents.do?mId=0102060000,35.17509425,129.0933137,2025-11-12,3370000,부산광역시 연제구
밤골작은도서관,부산광역시,연제구,작은도서관,매주 월+국가지정공휴일,10:00,18:00,10:00,18:00,10:00,14:00,33,11928,23,0,5,14,부산광역시 연제구 금련로 24번길33(연산동),부산광역시 연제구청,051-665-4513,0,138.64,https://www.yeonje.go.kr/library/contents.do?mId=0102050000,35.1720557,129.0944725,2025-11-12,3370000,부산광역시 연제구
해맞이작은도서관,부산광역시,연제구,작은도서관,매주 월+국가지정공휴일,10:00,19:00,10:00,14:00,10:00,14:00,28,11217,29,0,5,14,부산광역시 연제구 해맞이로 43번길 36,부산광역시 연제구청,051-665-4518,0,143.55,https://www.yeonje.go.kr/library/contents.do?mId=0102040000,35.17937101,129.066573,2025-11-12,3370000,부산광역시 연제구
솔벗작은도서관,부산광역시,연제구,작은도서관,매주 월+국가지정공휴일,10:00,19:00,10:00,14:00,10:00,14:00,20,11457,25,0,5,14,부산광역시 연제구 아시아드대로22번길15(거제동),부산광역시 연제구청,051-665-4511,0,138.32,https://www.yeonje.go.kr/library/contents.do?mId=0102030000,35.18764403,129.0701317,2025-11-12,3370000,부산광역시 연제구
연산도서관,부산광역시,연제구,공공도서관,"매주 셋째, 넷째 월+국가지정공휴일",09:00,22:00,09:00,18:00,09:00,17:00,330,133316,40,9131,5,14,부산광역시 연제구 고분로191번길 16,부산광역시 교육청,051-792-5400,1527,1370,https://home.pen.go.kr/yeonsanlib/main.do,35.185874,129.1043222,2025-11-12,3370000,부산광역시 연제구
연제만화도서관,부산광역시,연제구,공공도서관,매주 월+국가지정공휴일,09:00,18:00,09:00,18:00,09:00,17:00,189,32094,37,3672,5,14,부산광역시 연제구 연수로208번길 16(연산동),부산광역시 연제구청,051-665-5530,2007,2067.42,https://www.yeonje.go.kr/manhwalib/main.do,35.1729742,129.0929156,2025-11-12,3370000,부산광역시 연제구
연제도서관,부산광역시,연제구,공공도서관,매주 월+국가지정공휴일,09:00,22:00,09:00,18:00,09:00,17:00,193,146090,65,2645,5,14,부산광역시 연제구 황령산로 612(연산동),부산광역시 연제구청,051-665-5511,1750.2,2016.98,http://www.yeonje.go.kr/library/main.do,35.17414442,129.0829683,2025-11-12,3370000,부산광역시 연제구
황학동 작은도서관,서울특별시,중구,작은도서관,주말+법정공휴일,09:00,21:00,00:00,00:00,00:00,00:00,46,15700,0,0,10,14,서울특별시 중구 난계로11길 52,서울특별시 중구청(문화정책과),02-2233-3253,982,375.29,https://www.junggulib.or.kr,37.567423,127.021382,2025-11-13,3010000,서울특별시 중구
동화동 작은도서관,서울특별시,중구,작은도서관,주말+법정공휴일,09:00,21:00,00:00,00:00,00:00,00:00,20,14761,0,0,10,14,서울특별시 중구 다산로36길 100,서울특별시 중구청(문화정책과),02-2233-2626,18707.7,291.85,https://www.junggulib.or.kr,37.559982,127.019422,2025-11-13,3010000,서울특별시 중구
신당5동 작은도서관,서울특별시,중구,작은도서관,주말+법정공휴일,09:00,18:00,00:00,00:00,00:00,00:00,12,11400,0,0,10,14,서울특별시 중구 퇴계로90길 42,서울특별시 중구청(문화정책과),02-2253-4901,165.5,71.14,https://www.junggulib.or.kr,37.563437,127.021636,2025-11-13,3010000,서울특별시 중구
청구동 작은도서관,서울특별시,중구,작은도서관,일+법정공휴일,09:00,21:00,12:00,15:00,00:00,00:00,40,14977,0,0,10,14,서울특별시 중구 다산로24가길 23,서울특별시 중구청(문화정책과),02-2234-8771,1974,1476,https://www.junggulib.or.kr,37.556314,127.015977,2025-11-13,3010000,서울특별시 중구
약수동 작은도서관,서울특별시,중구,작은도서관,주말+법정공휴일,09:00,21:00,00:00,00:00,00:00,00:00,9,20854,0,0,10,14,서울특별시 중구 동호로5길 19,서울특별시 중구청(문화정책과),02-2232-8324,1553,822.37,https://www.junggulib.or.kr,37.551855,127.012567,2025-11-13,3010000,서울특별시 중구
다산동 작은도서관,서울특별시,중구,작은도서관,주말+법정공휴일,09:00,21:00,00:00,00:00,00:00,00:00,24,10421,0,2,10,14,서울특별시 중구 동호로12길 89,서울특별시 중구청(문화정책과),02-2237-5893,127,193.32,https://www.junggulib.or.kr,37.55923048,127.012036,2025-11-13,3010000,서울특별시 중구
신당동 작은도서관,서울특별시,중구,작은도서관,주말+법정공휴일,09:00,18:00,00:00,00:00,00:00,00:00,20,14275,0,3,10,14,서울특별시 중구 다산로29길 10,서울특별시 중구청(문화정책과),02-2254-1212,325,168.32,https://www.junggulib.or.kr,37.561092,127.013533,2025-11-13,3010000,서울특별시 중구
필동 작은도서관,서울특별시,중구,작은도서관,주말+법정공휴일,09:00,18:00,00:00,00:00,00:00,00:00,10,15062,0,0,10,14,서울특별시 중구 필동로 11,서울특별시 중구청(문화정책과),02-2266-4005,212.4,102.08,https://www.junggulib.or.kr,37.560545,126.996237,2025-11-13,3010000,서울특별시 중구
광희동 작은도서관,서울특별시,중구,작은도서관,주말+법정공휴일,09:00,18:00,00:00,00:00,00:00,00:00,32,3630,0,0,10,14,서울특별시 중구 퇴계로 303-9,서울특별시 중구청(문화정책과),02-2261-3002,131.2,85.96,https://www.junggulib.or.kr,37.56446028,127.005037,2025-11-13,3010000,서울특별시 중구
회현동 작은도서관,서울특별시,중구,작은도서관,주말+법정공휴일,09:00,18:00,00:00,00:00,00:00,00:00,18,3816,0,0,10,14,서울특별시 중구 퇴계로8길 46,서울특별시 중구청(문화정책과),02-3396-6558,550,86.5,https://www.junggulib.or.kr,37.557286,126.979356,2025-11-13,3010000,서울특별시 중구
중구청 작은도서관,서울특별시,중구,작은도서관,주말+법정공휴일,09:00,18:00,00:00,00:00,00:00,00:00,14,8321,5,0,10,14,서울특별시 중구 창경궁로 17,서울특별시 중구청(문화정책과),02-3396-4003,4890,106,https://www.junggulib.or.kr,37.56412015,126.9980097,2025-11-13,3010000,서울특별시 중구
장충동 작은도서관,서울특별시,중구,작은도서관,월+법정공휴일,09:00,22:00,09:00,18:00,09:00,18:00,17,7833,14,0,10,14,서울특별시 중구 동호로25길 33,재단법인중구문화재단,02-2230-2970,89,110,https://www.junggulib.or.kr,37.559197,127.001363,2025-11-13,3010000,서울특별시 중구
꿈지락작은도서관,서울특별시,은평구,작은도서관,"토,일요일 법정공휴일",13:00,17:00,00:00,00:00,00:00,00:00,50,7000,0,0,7,7,서울특별시 은평구 진관1로 77-8 401동,,,,,,37.63137275,126.9293132,2025-06-27,3110000,서울특별시 은평구
능곡도서관,경기도,시흥시,공공도서관,금+법정공휴일,08:00,22:00,08:00,22:00,00:00,00:00,330,96393,24,1744,10,14,경기도 시흥시 능곡중앙로 85,경기도 시흥시청,031-310-2560,10719,3560,http://lib.siheung.go.kr,37.371372,126.813199,2025-09-05,4010000,경기도 시흥시
목감도서관,경기도,시흥시,공공도서관,월+법정공휴일,08:00,22:00,08:00,22:00,00:00,00:00,403,67024,16,103,10,14,경기도 시흥시 솔고개길 33,경기도 시흥시청,031-310-2590,1073,2983,http://lib.siheung.go.kr,37.38559315,126.8612785,2025-09-05,4010000,경기도 시흥시
대야도서관,경기도,시흥시,공공도서관,금+법정공휴일,08:00,22:00,08:00,22:00,00:00,00:00,248,84422,26,3664,10,14,경기도 시흥시 은행로173번길 14,경기도 시흥시청,031-310-5274,4146,1529,http://lib.siheung.go.kr,37.44553298,126.796826,2025-09-05,4010000,경기도 시흥시
소래빛도서관,경기도,시흥시,공공도서관,월+법정공휴일,08:00,22:00,08:00,22:00,00:00,00:00,363,107899,31,1432,10,14,경기도 시흥시 비둘기공원로 25,경기도 시흥시청,031-310-5245,1597,2993,http://lib.siheung.go.kr,37.443855,126.792596,2025-09-05,4010000,경기도 시흥시
서면도서관,강원특별자치도,춘천시,공공도서관,매주월요일+국가지정공휴일,09:00,22:00,09:00,22:00,00:00,00:00,45,24111,15,0,6,14,강원특별자치도 춘천시 서면 박사로 948(서면 금산리),강원특별자치도 춘천시,033-245-5173,2700,973,https://library.chuncheon.go.kr,37.899612,127.695771,2025-11-12,4181000,강원특별자치도 춘천시
남산도서관,강원특별자치도,춘천시,공공도서관,매주월요일+국가지정공휴일,09:00,22:00,09:00,22:00,00:00,00:00,76,38766,20,0,6,14,강원특별자치도 춘천시 남산면 강촌로 311(남산면 방곡리),강원특별자치도 춘천시,033-245-5560,2809,1041,https://library.chuncheon.go.kr,37.793196,127.643317,2025-11-12,4181000,강원특별자치도 춘천시
소양도서관,강원특별자치도,춘천시,공공도서관,매주월요일+국가지정공휴일,09:00,18:00,09:00,18:00,00:00,00:00,79,31807,21,31807,6,14,강원특별자치도 춘천시 삭주로145번길 69-8(후평동),강원특별자치도 춘천시,033-245-5142,2401,968,https://library.chuncheon.go.kr,37.892736,127.745281,2025-11-12,4181000,강원특별자치도 춘천시
신사우도서관,강원특별자치도,춘천시,공공도서관,매주월요일+국가지정공휴일,09:00,22:00,09:00,22:00,00:00,00:00,93,83243,25,0,6,14,강원특별자치도 춘천시 사우4길 26(사농동),강원특별자치도 춘천시,033-245-5135,5134,1570,https://library.chuncheon.go.kr,37.905546,127.728202,2025-11-12,4181000,강원특별자치도 춘천시
동내도서관,강원특별자치도,춘천시,공공도서관,매주월요일+국가지정공휴일,09:00,22:00,09:00,22:00,00:00,00:00,53,50532,17,0,6,14,강원특별자치도 춘천시 동내면 학곡동1길 17-4(동내면 학곡리),강원특별자치도 춘천시,033-245-5130,2572,1097,https://library.chuncheon.go.kr,37.836105,127.762919,2025-11-12,4181000,강원특별자치도 춘천시
춘천시립청소년도서관,강원특별자치도,춘천시,공공도서관,매주월요일+국가지정공휴일,07:00,23:00,07:00,23:00,00:00,00:00,226,74879,29,0,6,14,강원특별자치도 춘천시 옛경춘로 830-24(삼천동),강원특별자치도 춘천시,033-245-5792,12662,4676,https://library.chuncheon.go.kr,37.870135,127.711157,2025-11-12,4181000,강원특별자치도 춘천시
담작은도서관,강원특별자치도,춘천시,공공도서관,매주월요일+국가지정공휴일+대청소일(12.30.~12.31.)+근로자의 날,09:00,18:00,09:00,18:00,00:00,00:00,70,28664,205,839,6,14,강원특별자치도 춘천시 효자문길7번길 10,강원특별자치도 춘천시,033-256-6363,459,501.61,https://library.chuncheon.go.kr,37.871887,127.731629,2025-11-12,4181000,강원특별자치도 춘천시
춘천시립도서관,강원특별자치도,춘천시,공공도서관,매주금요일+국가지정공휴일+대청소일(12.30.~12.31.),09:00,22:00,09:00,22:00,00:00,00:00,690,274294,52,51708,6,14,강원특별자치도 춘천시 우석로 100,강원특별자치도 춘천시,033-245-5102,19040,7701.63,https://library.chuncheon.go.kr,37.861991,127.755017,2025-11-12,4181000,강원특별자치도 춘천시
북안버들숲작은도서관,경상북도,영천시,작은도서관,토요일+일요일+국경일+국가지정공휴일,09:00,18:00,00:00,00:00,00:00,00:00,20,6434,0,0,3,14,경상북도 영천시 북안면 운북로 1995,경상북도 영천시청(북안면),054-339-7913,,165,,35.9152761,129.0089509,2025-11-18,5100000,경상북도 영천시
완산뜨락작은도서관,경상북도,영천시,작은도서관,토요일+일요일+국가지정공휴일,09:00,18:00,00:00,00:00,00:00,00:00,20,8487,0,0,3,14,경상북도 영천시 시장로 151,경상북도 영천시청(완산동),054-330-6420,,140,,35.96418181,128.946866,2025-11-18,5100000,경상북도 영천시
개봉도서관,서울특별시,구로구,공공도서관,화+공휴일,09:00,22:00,09:00,22:00,00:00,00:00,74,30688,13,0,10,14,서울특별시 구로구 개봉로16길 30-11,구로문화원,02-2689-1695,,275,http://lib.guro.go.kr,37.48952311,126.8579748,2024-11-01,3160000,서울특별시 구로구
하늘도서관,서울특별시,구로구,공공도서관,화+공휴일,09:00,22:00,09:00,17:00,00:00,00:00,105,38769,11,354,10,14,서울특별시 구로구 구로동로13길 68,구로문화원,02-864-9585,,521,http://lib.guro.go.kr,37.48737567,126.8813483,2024-11-01,3160000,서울특별시 구로구
개봉어린이도서관,서울특별시,구로구,공공도서관,월+공휴일,10:00,19:00,10:00,17:00,00:00,00:00,77,43370,8,513,10,14,서울특별시 구로구 경인로 318-15,구로문화원,02-2066-1695,,492,http://lib.guro.go.kr,37.496705,126.855912,2024-11-01,3160000,서울특별시 구로구
구로구립온누리도서관,서울특별시,구로구,공공도서관,화+공휴일,09:00,22:00,09:00,22:00,00:00,00:00,68,36791,13,8,10,14,"서울특별시 구로구 구로중앙로27나길 9, 4층 (온누리관)",구로문화원,02-858-9080,,460,http://lib.guro.go.kr,37.49746124,126.8865524,2024-11-01,3160000,서울특별시 구로구
꿈마을도서관,서울특별시,구로구,공공도서관,월+공휴일,09:00,22:00,09:00,22:00,00:00,00:00,113,43167,11,0,10,14,서울특별시 구로구 디지털로27다길 65 (2층),구로문화원,02-830-5807,,476,http://lib.guro.go.kr,37.487167,126.890156,2024-11-01,3160000,서울특별시 구로구
꿈나무도서관,서울특별시,구로구,공공도서관,화+공휴일,10:00,19:00,10:00,17:00,00:00,00:00,87,69681,14,1952,10,14,"서울특별시 구로구 구로동로26길 54, 2층 (구로구시설관리공단)",구로문화원,02-860-1623,,638,http://lib.guro.go.kr,37.48987838,126.8865593,2024-11-01,3160000,서울특별시 구로구
모현도서관,경기도,용인시,공공도서관,둘째 주 월+넷째 주 월,07:00,22:00,07:00,22:00,09:00,18:00,313,131637,85,5681,7,14,경기도 용인시 처인구 모현읍 백옥대로 2378,경기도 용인시청,031-6193-1330,1627,2728,https://lib.yongin.go.kr/,37.33570489,127.2496431,2024-11-20,4050000,경기도 용인시
동백도서관,경기도,용인시,공공도서관,둘째 주 월+넷째 주 월,07:00,22:00,07:00,22:00,09:00,18:00,535,172016,104,4269,7,14,경기도 용인시 기흥구 동백3로 80,경기도 용인시청,031-6193-1310,41326,5560,https://lib.yongin.go.kr/,37.27414594,127.1580486,2024-11-20,4050000,경기도 용인시
별천지 작은도서관,경상남도,하동군,작은도서관,공휴일+토+일,09:00,18:30,00:00,00:00,00:00,00:00,20,1599,0,0,2,7,경상남도 하동군 화개면 쌍계로 28,화개면주민자치회,055-883-6288,,243.06,,,,2024-12-18,5440000,경상남도 하동군
하버드작은도서관,경상남도,하동군,작은도서관,공휴일+토+일,11:00,17:00,00:00,00:00,00:00,00:00,8,2200,0,0,2,7,경상남도 하동군 하동읍 청년회관길 19,양정숙,,,265,,,,2024-12-18,5440000,경상남도 하동군
진교지우개작은도서관,경상남도,하동군,작은도서관,공휴일+토+일,11:00,17:00,00:00,00:00,00:00,00:00,10,2500,0,0,2,7,경상남도 하동군 진교면 강변길 13-2,김경애,,,51.03,,,,2024-12-18,5440000,경상남도 하동군
치악산작은도서관,강원특별자치도,횡성군,작은도서관,"토요일, 일요일, 법정공휴일",09:00,18:00,00:00,00:00,00:00,00:00,21,9810,3,0,5,14,강원특별자치도 횡성군 강림면 강림시장2길8,강원특별자치도 횡성군청,033-342-7005,,95,http://lib.hsg.go.kr,37.35952231,128.1289506,2023-08-30,4261000,강원특별자치도 횡성군
매봉작은도서관,강원특별자치도,횡성군,작은도서관,"일요일, 월요일, 법정공휴일",09:00,18:00,09:00,18:00,00:00,00:00,25,6390,10,0,5,14,강원특별자치도 횡성군 서원면 서원로 136,강원특별자치도 횡성군청,033-342-0036,,95,http://lib.hsg.go.kr,37.48633872,127.847627,2023-08-30,4261000,강원특별자치도 횡성군
금계작은도서관,강원특별자치도,횡성군,작은도서관,"토요일, 일요일, 법정공휴일",09:00,18:00,00:00,00:00,00:00,00:00,20,10552,0,0,5,14,강원특별자치도 횡성군 공근면 학담길16,강원특별자치도 횡성군청,033-342-2121,,264,http://lib.hsg.go.kr,37.536875,127.9626282,2023-08-30,4261000,강원특별자치도 횡성군
수색한숲도서관,서울특별시,은평구,작은도서관,"토,일요일 법정공휴일",10:00,17:00,00:00,00:00,00:00,00:00,20,4007,0,0,5,7,서울특별시 은평구 은평터널로 66 수색한숲타운아파트 제2관리사무소 관리동1층,,02-304-8684,,,,37.58688718,126.9016434,2025-06-27,3110000,서울특별시 은평구
성산작은도서관(폐관예정),서울특별시,은평구,작은도서관,"토,일요일 법정공휴일",13:00,20:00,00:00,00:00,00:00,00:00,30,5285,0,0,0,0,"서울특별시 은평구 증산서길 90 (증산동,성산교회)",,02-305-9200,,,,37.58417354,126.9073103,2025-06-27,3110000,서울특별시 은평구
서영 작은도서관,서울특별시,은평구,작은도서관,"월요일,법정공휴일",10:00,17:00,10:00,17:00,10:00,17:00,15,3025,0,0,0,0,서울특별시 은평구 증산로11길 7-12,,02-373-7494,,,,37.58653353,126.9111368,2025-06-27,3110000,서울특별시 은평구
서문어린이도서관-미운영,서울특별시,은평구,작은도서관,"월요일,법정공휴일",09:00,17:00,09:00,17:00,09:00,17:00,50,3444,0,0,0,0,서울특별시 은평구 가좌로10길 10,,02-375-0025,,,,37.59163087,126.916747,2025-06-27,3110000,서울특별시 은평구
두근두근작은도서관(마고정 3단지 도서관),서울특별시,은평구,작은도서관,"토,일요일 법정공휴일",13:00,17:00,00:00,00:00,00:00,00:00,30,2400,0,0,4,14,서울특별시 은평구 진관2로 90 마고정3단지아파트 314동 지층 문고,,070-7325-1307,,,,37.63251009,126.9275521,2025-06-27,3110000,서울특별시 은평구
나누리작은도서관,서울특별시,은평구,작은도서관,"토,일요일 법정공휴일",10:00,17:00,00:00,00:00,00:00,00:00,30,2500,0,0,0,0,서울특별시 은평구 진관1로 55 마고정11단지아파트 308동 지층,,02-353-1281,,,,37.63258248,126.9256024,2025-06-27,3110000,서울특별시 은평구
상림6 작은도서관,서울특별시,은평구,작은도서관,"토,일요일 법정공휴일",11:00,17:00,00:00,00:00,00:00,00:00,20,8700,0,0,2,14,서울특별시 은평구 진관4로 107 621동 1층(1지구),,02-355-5905,,,,37.6486116,126.9305505,2025-06-27,3110000,서울특별시 은평구
산책마을 SH작은도서관,서울특별시,은평구,작은도서관,"토,일요일 법정공휴일",13:00,17:00,00:00,00:00,00:00,00:00,58,8599,0,0,2,14,서울특별시 은평구 연서로46길 7 1110동 B1,,02-351-3677,,,,37.63424013,126.9345291,2025-06-27,3110000,서울특별시 은평구
방아다리문학도서관,서울특별시,양천구,공공도서관,일+법정공휴일,09:00,22:00,09:00,18:00,00:00,00:00,70,32342,19,0,5,14,서울특별시 양천구 화곡로4길 10,양천문화재단,02-2604-5919,,294,http://lib.yangcheon.or.kr,37.538543,126.827143,2024-10-01,3140000,서울특별시 양천구
개울건강도서관,서울특별시,양천구,공공도서관,일+법정공휴일,09:00,22:00,09:00,18:00,00:00,00:00,54,31467,16,0,5,14,서울특별시 양천구 중앙로52길 56,양천문화재단,02-2603-5919,,416,http://lib.yangcheon.or.kr,37.525988,126.856603,2024-10-01,3140000,서울특별시 양천구
목마교육도서관,서울특별시,양천구,공공도서관,일+법정공휴일,09:00,22:00,09:00,18:00,00:00,00:00,78,40109,20,0,5,14,서울특별시 양천구 목동서로 41,양천문화재단,02-2652-5919,,543,http://lib.yangcheon.or.kr,37.537144,126.881721,2024-10-01,3140000,서울특별시 양천구
미감도서관,서울특별시,양천구,공공도서관,일+법정공휴일,09:00,18:00,09:00,18:00,00:00,00:00,60,21050,11,0,5,14,서울특별시 양천구 목동중앙남로 57-10,양천문화재단,02-2653-5919,,266,http://lib.yangcheon.or.kr,37.538939,126.865463,2024-10-01,3140000,서울특별시 양천구
신월음악도서관,서울특별시,양천구,공공도서관,월+법정공휴일,09:00,22:00,09:00,18:00,00:00,00:00,143,51790,28,11162,5,14,서울특별시 양천구 오목로5길 34,양천문화재단,02-2691-5919,,840,http://lib.yangcheon.or.kr,37.524697,126.840067,2024-10-01,3140000,서울특별시 양천구
